Наименование;Цена;Наличие
Ноутбуки;;
Asus K40AB A64X2-QL-64 2,1 ГГц / 14.0'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHB (90NVUA2191331AMC106Y);20990 руб.;есть
Asus K40AB A64X2-QL-64 2,1 ГГц / 14.0'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / Linux (90NVUA2191331LGC106Y);18990 руб.;есть
Asus K40AB TurX2-RM-74 2,2 ГГц / 14.0'' WXGA / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / Linux (90NVUA2191235LGC106Y);20550 руб.;есть
Asus K40AB TurX2-RM-74 2,2 ГГц / 14.0'' WXGA / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHB (90NVUA2191235AMC106Y);22290 руб.;есть
Asus G71V C2D-T9400 2,53 ГГц / 17.0'' WUXGA / 4096Mb / 640Gb / GeForce 9700M GS-v512Mb / Blu-Ray Combo / WiFi / VHP ();69620 руб.;есть
Asus G71V С2D (Qd)-Q9000 2,0 ГГц / 17.0'' WUXGA / 4096Mb / 640Gb / GeForce 9700M GS-v512Mb / Blu-Ray Combo / WiFi / VHP (90NP2A4P94G5CCMCI06Y);82370 руб.;остатки
Asus G71V C2D-T8400 2,26 ГГц / 17.0'' WUXGA / 4096Mb / 500Gb / GeForce 9700M GT-v512Mb / DVD-RWx2 / WiFi / VHP (90NP2A4P9583CCMCI06Y);64230 руб.;остатки
Asus U6V C2D-P8600 2,4 ГГц / 12.0'' WXGA / 3072Mb / 320Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VB ();49150 руб.;предзаказ
Asus U6V C2D-P8400 2,26 ГГц / 12.0'' WXGA / 3072Mb / 320Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VB ();53930 руб.;предзаказ
Asus F80Cr Cel ULV-M220 1,2 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / DOS (90NR8AG19412580C106Y);17950 руб.;предзаказ
Asus F80Cr Cel ULV-M220 1,2 ГГц / 14.1'' WXGA / 3072Mb / 160Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHB ();21160 руб.;предзаказ
Asus F80Cr Cel ULV-M220 1,2 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / Linux ();20350 руб.;остатки
Asus F80Cr Cel ULV-M220 1,2 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / Radeon 3470-v256Mb / DVD-RWx2 / WiFi / VHB (90NR8AG194125AMC106Y);18690 руб.;есть
Asus N51Vf C2D-T9400 2,53 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 130M-v1024Mb / Blu-Ray Combo / WiFi / VHP ();61340 руб.;остатки
Asus N51Vf C2D-P8600 2,4 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 130M-v1024Mb / Blu-Ray Combo / WiFi / VHP (90NU1A8398A64CMC306Y);55640 руб.;остатки
Asus N51Vf C2D-P8600 2,4 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 130M-v1024Mb / DVD-RWx2 / WiFi / VHP (90NU1A839AA64CMC306Y);50010 руб.;остатки
Asus N51Vf C2D-T9400 2,53 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 130M-v1024Mb / DVD-RWx2 / WiFi / VHP (90NU1A839A264CMC306Y);52590 руб.;остатки
Asus N51Vf C2D-P8600 2,4 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / NVIDIA® GeForce™ GT 130M-v1024Mb / DVD-RWx2 / WiFi / VHP ();47210 руб.;остатки
Asus Lamborghini VX3 Yellow C2D(Pn)-T9300 2,5 ГГц / 12.0'' WXGA / 4096Mb / 320Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VU ();80420 руб.;остатки
Asus Lamborghini VX3 Black C2D-T9300 2,5 ГГц / 12.1'' WXGA / 4096Mb / 320Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VU ();82720 руб.;остатки
Asus UX50V Intel® Core 2 Solo-SU3500 1,4 ГГц / 15.6'' WXGA / 4096Mb / 320Gb / GeForce™ G105M-v512Mb / DVD-RWx2 / WiFi / VHP (90NVLA8192221CMC306Y);40380 руб.;есть
Asus UX50V Intel® Core 2 Solo-SU3500 1,4 ГГц / 15.6'' WXGA / 3072Mb / 320Gb / GeForce™ G105M-v512Mb / DVD-RWx2 / WiFi / VHP (90NVLA8192222CMC306Y);40680 руб.;есть
Asus M51Ta TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA / 4096Mb / 250Gb / Radeon 3650-v512Mb / Blu-Ray Combo / WiFi / VHB ();35660 руб.;остатки
Asus M51Ta TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA+ / 3072Mb / 250Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP ();27560 руб.;остатки
Asus M51Ta TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP ();28560 руб.;остатки
Asus M51Ta TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA+ / 4096Mb / 320Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP ();28570 руб.;остатки
Asus M51Ta TurX2-ZM-80 2,1 ГГц / 15.4'' WXGA / 4096Mb / 320Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP ();27950 руб.;остатки
Asus M51Ta TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHB ();28920 руб.;остатки
Asus F81Se P-M-T4200 2,0 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / DOS (90NTVAB59483560C106Y);27870 руб.;есть
Asus F81Se P-M-T4200 2,0 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHB (90NTVAB594835AMC106Y);31220 руб.;предзаказ
Asus F81Se C2D-T6400 2,0 ГГц / 14.1'' WXGA / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHB (90NTVAC594632AMC106Y);34850 руб.;предзаказ
Asus F81Se C2D-T6400 2,0 ГГц / 14.1'' WXGA / 3072Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RWx2 / WiFi / VHB (90NTVAB594632AMC106Y);34510 руб.;предзаказ
BenQ Joybook Lite U101 R02 Blue Intel® Atom-N270 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 950-v128Mb / noCDROM / WiFi / WinXP-H (9H.E01AS.R02);13980 руб.;остатки
BenQ Joybook X31 R04 C2D(SR)-L7500 1,6 ГГц / 13.3'' WXGA / 2048Mb / 250Gb / GeForce 8600M GT-v256Mb / DVD-RWx2 / WiFi / VHB (9H.Y2GAP.R04);31120 руб.;есть
BenQ Joybook S32B R06 C2D(SR)-T7250 2,0 ГГц / 13.3'' WXGA / 1024Mb / 120Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHB (9H.00PEH.R06);21350 руб.;предзаказ
Dell Latitude E5400 Black C2D-P8400 2,26 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / WinXP-P;34200 руб.;есть
Dell Latitude E5400 Black C2D-P8400 2,26 ГГц / 14.1'' WXGA+ / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / WinXP-P;35920 руб.;есть
Dell Latitude E5400 Black C2D-T7250 2,0 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / WinXP-P;35720 руб.;предзаказ
Dell Latitude E5400 Black C2D-P8400 2,26 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VB;47230 руб.;остатки
Dell Precision M6300 Silver C2D(SR)-T8100 2,1 ГГц / 17.0'' WXGA+ / 2048Mb / 120Gb / Quadro FX 1600M-v256Mb / DVD-RWx2 / WiFi / WinXP-P;39430 руб.;есть
Dell Precision M6300 Silver C2D(SR)-T8300 2,4 ГГц / 17.0'' WUXGA / 2048Mb / 200Gb / Quadro FX 3600M-v512Mb / DVD-RWx2 / WiFi / WinXP-P;65400 руб.;есть
Dell Precision M6300 Silver C2D(SR)-T8300 2,4 ГГц / 17.0'' WXGA+ / 2048Mb / 120Gb / Quadro FX 1600M-v256Mb / DVD-RWx2 / WiFi / WinXP-P;41640 руб.;есть
Dell Vostro A840 Black Cel ULV-M560 2,13 ГГц / 14.1'' WXGA / 1024Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RW / WiFi / Linux;16410 руб.;предзаказ
Dell Vostro A840 Black Cel ULV-T1500 1,86 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RW / WiFi / Linux;17220 руб.;есть
Dell Vostro A840 Black Cel ULV-M560 2,13 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RW / WiFi / Linux;16690 руб.;предзаказ
Dell Vostro A840 Black Cel ULV-M560 2,13 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RW / WiFi / Linux;15940 руб.;предзаказ
Dell Vostro A840 Black Cel ULV-M560 2,13 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v128Mb / DVD-RW / WiFi / VHB;18070 руб.;есть
Dell Inspiron Mini 1010 Green Intel® Atom-Z530 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;17760 руб.;предзаказ
Dell Inspiron Mini 1010 Pink Intel® Atom-Z530 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;17760 руб.;предзаказ
Dell Inspiron Mini 1010 White Intel® Atom-Z530 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;17760 руб.;предзаказ
Dell Inspiron Mini 1010 Red Intel® Atom-Z530 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;17760 руб.;предзаказ
Dell Inspiron Mini 1010 Blue Intel® Atom-Z530 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;17760 руб.;предзаказ
Dell Inspiron Mini 1010 Black Intel® Atom-Z520 1,33 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;15310 руб.;есть
Dell Inspiron Mini 1010 Black Intel® Atom-Z530 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;16360 руб.;остатки
Dell Inspiron Mini 1010 Blue Intel® Atom-Z520 1,33 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;15660 руб.;есть
Dell Inspiron Mini 1010 White Intel® Atom-Z520 1,33 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;15660 руб.;есть
Dell Inspiron Mini 1010 Red Intel® Atom-Z520 1,33 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;15100 руб.;остатки
Dell Inspiron Mini 1010 Pink Intel® Atom-Z520 1,33 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;15660 руб.;есть
Dell Inspiron Mini 1010 Green Intel® Atom-Z520 1,33 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 500-v128Mb / noCDROM / WiFi / WinXP-H;15660 руб.;есть
Dell Latitude E6500 Black C2D-P9600 2,66 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / VB;57850 руб.;есть
Dell Latitude E6500 Black C2D-P8400 2,26 ГГц / 15.4'' WUXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / WinXP-P;45150 руб.;есть
Dell Latitude E6500 Black C2D-P8600 2,4 ГГц / 15.4'' WXGA+ / 2048Mb / 250Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / VB;51180 руб.;остатки
Dell Latitude E6500 Black C2D-P8400 2,26 ГГц / 15.4'' WXGA+ / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / WinXP-P;42070 руб.;есть
Dell Latitude E6500 Black C2D-P8400 2,26 ГГц / 15.4'' WXGA+ / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / WinXP-P;41710 руб.;есть
Dell Latitude E6500 Black C2D-P8600 2,4 ГГц / 15.4'' WUXGA / 2048Mb / 160Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / WinXP-P;49840 руб.;есть
Dell Latitude E6500 Black C2D-P8600 2,4 ГГц / 15.4'' WXGA+ / 2048Mb / 160Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / WinXP-P;46290 руб.;есть
Dell Latitude E6500 Black C2D-P8600 2,4 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / VB;43820 руб.;предзаказ
Dell Latitude E6500 Black C2D-P8400 2,26 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / VB;42720 руб.;есть
Dell Latitude E6500 Black C2D-P8400 2,26 ГГц / 15.4'' WXGA+ / 2048Mb / 200Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / VB;60540 руб.;остатки
Dell Latitude E6500 Black C2D-P8600 2,4 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / WinXP-P;51730 руб.;есть
Dell Latitude E6500 Black C2D-P8400 2,26 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Quadro NVS 160M-v256Mb / DVD-RWx2 / WiFi / WinXP-P;53160 руб.;остатки
Dell Latitude XT2 Black C2D-SU9400 1,4 ГГц / 12.0'' WXGA / 2048Mb / 120Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / WinXP-H;112530 руб.;остатки
Dell Studio XPS 13 Black C2D-P8400 2,16 ГГц / 13.3'' WXGA / 2048Mb / 160Gb / NVIDIA® GeForce™ 9400M G-v256Mb / DVD-RW / WiFi / VHP;49640 руб.;есть
Dell Studio 1735 Topo Pattern Blue C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;37890 руб.;предзаказ
Dell Studio 1735 Bubblegum Pink Microsatin P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28350 руб.;есть
Dell Studio 1735 Bubblegum Pink Microsatin C2D(Pn)-T8100 2,1 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;30000 руб.;предзаказ
Dell Studio 1735 Midnight Blue Microsatin C2D(Pn)-T8100 2,1 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;30000 руб.;предзаказ
Dell Studio 1735 Purple C2D-T8100 2,1 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;36470 руб.;остатки
Dell Studio 1735 Pink C2D-T9500 2,6 ГГц / 17.0'' WUXGA / 4096Mb / 320Gb / Radeon 3650-v256Mb / Blu-Ray Combo / WiFi / VHP;35930 руб.;остатки
Dell Studio 1735 Blue C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;34960 руб.;предзаказ
Dell Studio 1735 Ruby Red Microsatin C2D-T8100 2,1 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;30000 руб.;предзаказ
Dell Studio 1735 Black C2D-T9300 2,5 ГГц / 17.0'' WUXGA / 4096Mb / 500Gb / Radeon 3650-v256Mb / Blu-Ray Combo / WiFi / VHP;56460 руб.;есть
Dell Studio 1735 Orange C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 4096Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;39170 руб.;предзаказ
Dell Studio 1735 Purple C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 4096Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;37860 руб.;предзаказ
Dell Studio 1735 Blue Trim C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 4096Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;36690 руб.;предзаказ
Dell Studio 1735 Green C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 4096Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;37420 руб.;есть
Dell Studio 1735 Ruby Red Microsatin C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 3072Mb / 250Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;34540 руб.;остатки
Dell Studio 1735 Blue C2D-T9300 2,5 ГГц / 17.0'' WUXGA / 3072Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VU;41610 руб.;остатки
Dell Studio 1735 Orange C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29420 руб.;остатки
Dell Studio 1735 Topo Pattern Pink U Trim C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;31470 руб.;остатки
Dell Studio 1735 Midnight Blue Microsatin C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;30690 руб.;остатки
Dell Studio 1735 Plum Purple Microsatin C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;31370 руб.;остатки
Dell Studio 1735 Ruby Red Microsatin C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;31340 руб.;остатки
Dell Studio 1735 Spring Green Microsatin C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 3072Mb / 250Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;34290 руб.;остатки
Dell Studio 1735 Bubblegum Pink Microsatin C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29010 руб.;есть
Dell Studio 1735 Midnight Blue Microsatin P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;27340 руб.;предзаказ
Dell Studio 1735 Blue C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 4096Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;37500 руб.;предзаказ
Dell Studio 1735 Black C2D-T9300 2,5 ГГц / 17.0'' WUXGA / 3072Mb / 500Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VU;40260 руб.;остатки
Dell Studio 1735 Black C2D-T9500 2,6 ГГц / 17.0'' WUXGA / 4096Mb / 640Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VU;45340 руб.;остатки
Dell Studio 1735 Jet Black Matte C2D-T8100 2,1 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;30570 руб.;остатки
Dell Studio 1735 Jet Black Matte P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28240 руб.;остатки
Dell Studio 1735 Red C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 2048Mb / 250Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;31380 руб.;остатки
Dell Studio 1735 Ruby Red Microsatin C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29010 руб.;есть
Dell Studio 1735 Ruby Red Microsatin P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28350 руб.;есть
Dell Studio 1735 Spring Green Microsatin C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28980 руб.;предзаказ
Dell Studio 1735 Spring Green Microsatin P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28350 руб.;есть
Dell Studio 1735 Topo Pattern Black P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;27640 руб.;предзаказ
Dell Studio 1735 Topo Pattern Pink C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29000 руб.;предзаказ
Dell Studio 1735 Topo Pattern Pink P-M-T3200 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28350 руб.;есть
Dell Studio 1735 Midnight Blue Microsatin C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;28020 руб.;предзаказ
Dell Studio 1735 Jet Black Matte C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29870 руб.;остатки
Dell Studio 1735 Pink C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29700 руб.;остатки
Dell Studio 1735 Bubblegum Pink Microsatin C2D-T8300 2,4 ГГц / 17.0'' WXGA+ / 3072Mb / 250Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;27900 руб.;остатки
Dell Studio 1735 Green C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29600 руб.;остатки
Dell Studio 1735 Topo Pattern Red C2D-T9300 2,5 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;37850 руб.;остатки
Dell Studio 1735 Topo Pattern Black C2D(Pn)-T5800 2,0 ГГц / 17.0'' WXGA+ / 2048Mb / 160Gb / Radeon 3650-v256Mb / DVD-RWx2 / WiFi / VHP;29550 руб.;остатки
Dell Studio 1555 Red C2D-T6400 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;34920 руб.;предзаказ
Dell Studio 1555 Purple C2D-T6400 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;34920 руб.;предзаказ
Dell Studio 1555 Blue C2D-T6400 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;34920 руб.;предзаказ
Dell Studio 1555 Green C2D-T6400 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;34920 руб.;предзаказ
Dell Studio 1555 Pink C2D-T6400 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;34920 руб.;предзаказ
Dell Studio 1555 Black C2D-T6400 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;29190 руб.;предзаказ
Dell Studio 1555 Black C2D-T6500 2,1 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;32870 руб.;предзаказ
Dell Studio 1555 Blue C2D-T6500 2,1 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon® HD 4570-v512Mb / DVD-RW / noWiFi / VHB;30690 руб.;есть
Dell Inspiron 1525 Spring Green Microsatin C2D(Pn)-T8300 2,4 ГГц / 15.4'' WXGA+ / 2048Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHP;24890 руб.;есть
Dell Inspiron 1525 Street C2D(Pn)-T8300 2,4 ГГц / 15.4'' WXGA+ / 2048Mb / 250Gb / Intel GMA X3100-v358Mb / DVD-RWx2 / WiFi / VHP;26130 руб.;предзаказ
Dell Inspiron 1525 Black C2D-T6400 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHB;22800 руб.;есть
Dell Inspiron 1525 Blue C2D-T6400 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHB;22650 руб.;есть
Dell Inspiron 1525 Ruby Red Microsatin C2D(Pn)-T8300 2,4 ГГц / 15.4'' WXGA+ / 3072Mb / 320Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHP;25540 руб.;остатки
Dell Inspiron 1525 Spring Green Microsatin C2D(Pn)-T8300 2,4 ГГц / 15.4'' WXGA+ / 3072Mb / 320Gb / Intel GMA X3100-v256Mb / DVD-RWx2 / WiFi / VHP;25760 руб.;остатки
Dell Inspiron 1525 Ruby Red Microsatin C2D(Pn)-T8100 2,1 ГГц / 15.4'' WXGA+ / 3072Mb / 250Gb / Intel GMA X3100-v128Mb / DVD-RWx2 / WiFi / VHP;24220 руб.;остатки
